text,polarity,sentiment
23 people die receiving pfizerbiontech vaccine norway common adverse reactions mrna vaccines feve,-0.3,Negative
another day vaccinating front line health social care staff 80s alongside full time job mental,0.09444444444,Positive
gmc thegphc nmc pfizer astrazeneca please respond concerns full video link two reasons ref,0.35,Positive
first covid jab done next one 12 weeks nhs quite simply amazing coviduk covid19 covidー19,0.2833333333,Positive
thanks scientists thanks nhs thanks liverpool gps mum amp dad 81 amp 88 1st vaccine p,0.2,Positive
englishlit possible side effects pfizer biontech v pfizer,0,Neutral
proud receiver covid19 vaccine pfizerbiontech vaccine,0.8,Positive
useful link people specialneeds pfizerbiontech vaccine created help cheeverstownh slts,0.3,Positive
got vaccinated heres video answering questions experience covid,0,Neutral
best way start 2021 jabbed covid19 covidvaccine2021 pfizerbiontech nhsheroes frontlineworkers,1,Positive
eligible receive vaccine encourage invited pfizerbiontech,0,Neutral
receiving vaccine asked stick around 15 minutes incase reaction fortunately wa,0.4,Positive
v c c n ed recieved first dose pfizer covid vaccine today feeling,0.25,Positive
feeling privileged 1st dose pfizerbiontech vaccine today huge sense relief euphoria hopef,0.4,Positive
skynews grantshapps well thats good vaccine delay eu though bbc reported,0.7,Positive
mark drakeford think good idea get many people vaccinated possible true,0.3875,Positive
politicsforali publichealthw fmwales could choose use stock pfizerbiontech vaccine one,0,Neutral
got first dose today pfizerbiontech,0.25,Positive
good news covid vaccine roll dalgan nursing home via columban missionaries,0.7,Positive
61 million plus missourians yesterday roughly 200000 missourians received least one dose,-0.2,Negative
know hard kill pfizerbiontech vaccine ok allergies think nobo,0.1041666667,Positive
im less enthusiastic pfizerbiontech jab pattern emerging people adverse effects,0.2166666667,Positive
covid19 nigeria anticipates rollout pfizerbiontech vaccine details sketchy 10 million doses expect,0,Neutral
canadas supply pfizerbiontech vaccine hit temporary delay procurement minister anita anand,0,Neutral
vonderleyen pfizer speculates vaccine bnt take us idiots name shame pfizer,-0.8,Negative
mine wednesday administering patients feelinglucky covidvaccine pfizerbiontech,0,Neutral
cpho_canada add fact pfizerbiontech dropping ball unable produce promised,-0.5,Negative
least 23 people received pfizerbiontech covid19 shots died norway 13 fatalities poss,-0.3,Negative
finally william shakespeare got vaccine vaccine pfizer astrazeneca pfizerbiontech covidvaccine vaccination,0,Neutral
according hos strategic advisory group experts immunization pfizerbiontech covidー19 mrna,0,Neutral
rest world including scotland vaccinating vulnerable care home residents,-0.5,Negative
often get medal rolling sleeves thanks vumchealth rush antibodies,0.2,Positive
indonesia started vaccinating health workers public servants covid19 health ministry plannin,0,Neutral
dose 1 covidvaccine pfizercovidvaccine pfizerbiontech,0,Neutral
dha_dubai mom 80 didnt even received 1st dose still waitlist pfizerbiontech covidvaccines dubaihealth,0,Neutral
received 1st jab last friday pfizerbiontech studentnurse,0,Neutral
pfizer temporarily reduce covidvaccine deliveries europe deliveries pfizerbiontech vaccine would,0,Neutral
uclh getting vaccination thank pfizerbiontech uclh cnwlnhs good get done painless professional,0.4,Positive
best friday long time thank hselive pfizerbiontech pfizercovidvaccine,0.475,Positive
drzerocraic delighted first dose got pfizerbiontech,0.475,Positive
got first round covid19 vaccine today great day covidvaccine pfizerbiontech,0.2833333333,Positive
robersperanza least 23 people received pfizerbiontech covid19 shots died norway 13,-0.3,Negative
latest hse confirms changes pfizerbiontech dose intervals 21 28 days statement,0.5,Positive
look got pfizerbiontech covidvaccine socialresponsibility spaceballs,0,Neutral
israels covid19 vaccine success part due use technology book appointments amp prominent media campaig,0.225,Positive
got pfizer vaccine today covid19 pfizerbiontech went rotary dial phones cell phones anything possible,0,Neutral
day yesterday supporting mass vaccination clinic homeofcricket lords ground vaccinator hurcul,0.25,Positive
thank science covidvacccine pfizerbiontech,0,Neutral
20 people vaccinated pfizerbiontech vaccine died norway,0,Neutral
bad line bryannewsatone well model sounds awful lot like well muddle pfizerbiontech,-0.85,Negative
least 23 people died norway pfizerbiontech covid19 jab norwegian medical watchdog links least 13,-0.15,Negative
usatodaytravel usatraveltoday tourism open tanzanianow get vaccine explore serengeti zanzibar,0,Neutral
damn_kid5 tslumley atul_gawande reading somewhere pain arm common side effect,-0.3,Negative
theres better tonic reading anti vaccine tweets spend day vaccinating people grateful vac,0.5,Positive
uk gov going advice vaccine manufacturers regarding interval doses,0,Neutral
anyone pfizervaccine pfizerbiontech pfizercovidvaccine astrazeneca moderna vaccine covid19 covid19uk,0,Neutral
norway receive fewer pfizer vaccine doses originally reported covid19,0.375,Positive
covid19 vaccine rollout needs spark even innovation ergotron vaccinationcart,0,Neutral
know someone covidvaccine actually got covid19 less 3 weeks later r,-0.05555555556,Negative
anyone suddenly got ear infection covid vaccine im day 3 covidvaccine pfizerbiontech pfizer,0,Neutral
im 10 days post first pfizerbiontech vaccine hullhospitals hopefully im developing antibodies,0.25,Positive
norway pfizer pfizerbiontech vaccine fatalities among people 75 older rise 29 times india,0.1666666667,Positive
second vaccine done coronavaccine vaccine vaccino pfizerbiontech impfung,0,Neutral
29 dead norway getting vaccinated note vaccines made pfizer biontech pfizerbiontech,-0.2,Negative
drneilstone one dose doest mean youre vaccinated need two doses pfizerbiontech oxfordastrazeneca,-0.3125,Negative
ive reliably informed pfizerbiontech vaccine works apple products,0,Neutral
youre allergic tb skin test would make risk severe allergic rxn pfizer mode,0,Neutral
bbcnews 29 deaths linked pfizerbiontech vaccine norway past 5 days investigation init,-0.25,Negative
passeportvacinal covid19 covid19vaccine pfizerbiontech site officiel du cdc americain,0,Neutral
many thanks vaccination team york hospital protectthenhs pfizerbiontech,0.35,Positive
human life virus socialdistancing coivd19 coronavirus humanlife sparce,0,Neutral
got vaccinated covidvaccine pfizerbiontech,0,Neutral
reports pfizervaccine longer safe pfizerbiontech pfizercovidvaccine,0.5,Positive
encouraging news israel infections two weeks receiving first dose pfizerbiontech uk wil,0.25,Positive
bbcferguswalsh answer vital vaccine efficient 1 pfizerbiontech writtenampapproved delay 2nd vaccine 2,0.05,Positive
lbcnews giving half vaccine 2 doses equals vaccine matthancock vaccine pfizerbiontech astrazeneca,-0.1666666667,Negative
whod thought id one day vaccinating mum feels amazing bit help,0.6,Positive
usaporusski 55 people us died receiving vaccine covid19 according reports submitted,0,Neutral
update reported jab side effects pfizerbiontech associated frailer patients geriatric populat,0,Neutral
received 1st dose pfizerbiontech covid 19 vaccine yesterday 28 hours fever chills muscle,0,Neutral
29 people age 75 died norway getting vaccinated covid19 pfizer biontech covid19 va,0,Neutral
january shipment pfizerbiontech vaccine gulf state bahrain arrive time minist,0,Neutral
think know happened norway think norway pfizerbiontech covid19vaccination coronavirus,0,Neutral
breaking 23 people died god knows many died taking pfizervaccine around world,0.5,Positive
number people died receiving pfizer vaccine shot norway rises 29 coronavirusvaccine covid19,0,Neutral
warnings come hackers revealed ema concerns pfizerbiontech vaccine safety variable effectives rates,0,Neutral
nstnation malaysians singapore begin receiving covid19 vaccine pfizerbiontech,0,Neutral
pfizer reduce production vaccines truthful pfizerbiontech hope deliver,0.5,Positive
latest count 38 deaths vaccinated pfizer covidvaccine vaccinedeaths germany pfizerbiontech,0.5,Positive
due experience norway suggested covid19 vaccines may risky old termina,-0.0125,Negative
covidvaccine propaganda wars begin china sinovac bashing pfizerbiontech moderna mrna coronavirus va,-0.1,Negative
fully vaccinated wondering dose 2 pfizerbiontech 24 hours later fever chill,0,Neutral
also deaths happening one placehashtag three january 16 2021 2332 hkt pfizervaccine pfizerbiontech norway,0,Neutral
death toll increases 29 hashtag two january 16 2021 2332 hkt pfizerbiontech norway,0,Neutral
adverse reactions pfizerbiontech vaccine norwegian medicines agency said recorded 23 deaths assoc,0,Neutral
saw joebiden take saline injection whats problem joe youre old fuck really wouldnt,-0.03333333333,Negative
thank israeldata vaccine pfizerbiontech,0,Neutral
second dose pfizerbiontech vaccine today keep yall updated want experience dose given,0,Neutral
story aging well hoping procurement minister put toothpaste back tube news,0,Neutral
hospchiefpharm registered hcp nurses pharmacist need involved planning su,0,Neutral
robertkennedyjr must forget justice needs forthcoming soniaacevedo,0,Neutral
preventing pfizerbiontech oxfordastrazeneca coming iran call mr khamenei act treason,0,Neutral
paulinedaniels first pfizerbiontech last friday,0.125,Positive
borisjohnson 23 dead norway pfizervaccine 10 people dead germany pfizervaccine going protect,-0.2,Negative
got mine pfizerbiontech past wednesday 1st dose,-0.25,Negative
first dose done dusted getvaccinated covid19uk pfizerbiontech,0.25,Positive
either modernavaccine pfizerbiontech vaccines safe highly effective even covid19 recovered pregnant,0.4777777778,Positive
swainitv piersmorgan susannareid100 borisjohnson needs get grip sorting ton,0,Neutral
younger brother received 1st pfizerbiontech vaccine tutorial,0,Neutral
chose vaccine selfie today covid vaccine covidvaccine pfizercovidvaccine pfizerbiontech,0,Neutral
totally optimistic excited vaccinationdrive india came glad india,0.2916666667,Positive
2nd dose done pfizercovidvaccine pfizer pfizerbiontech atc atsarehealthcare,0,Neutral
covid19 norway investigates 23 deaths frail elderly patients vaccination pfizerbiontech covid19,0,Neutral
fortunate say vaccinated pfizerbiontech,0.4,Positive
norway witnessed deaths 23 elderly people soon coronavaccine named pfizerbiontech norway,0,Neutral
finally relieve covidvaccine uofm michiganmedicine covid19vaccine pfizerbiontech,0,Neutral
23 die norway receiving pfizer covid19 vaccine 13 nursing home patients,0,Neutral
percentage people side effects pfizerbiontech vaccine worldwide people,0,Neutral
six deaths late stage pfizerbiontech trials fda says raised safety concerns,-0.3,Negative
officially fully vaccinated covidvaccine rn nurse pfizerbiontech thisisourshot pfizer covid19vaccine,0,Neutral
worrying death portuguese nurse 2 days receiving pfizerbiontech vaccine also went mostly,0.5,Positive
always felt rushed nownorway raises concern vaccine jabs elderly pfizer,0,Neutral
norway raises concern pfizerbiontech vaccine registered total 29 deaths among people,0,Neutral
feeling grateful covid 19 vaccine first dose today thank scientists pfizerbiontech nhs wecandothis,0.25,Positive
sister nursea medical frontliner us vaccinated today im happy sana ganon din dito,0.4,Positive
dad first dose pfizerbiontech brilliantly organized multiple vaccination session askhambar york,0.3833333333,Positive
concerns pfizerbiontech mrna vaccine first technology history,0.25,Positive
